,age,gender,窦性心律,T波改变,窦性心动过缓,ST段改变,正常ECG,左心室高电压,ST-T改变,窦性心动过速,临界ECG,QRS低电压,房性早搏,电轴左偏,电轴右偏,心房颤动,异常ECG,室性早搏,完全性右束支传导阻滞,窦性心律不齐,左心室肥大,右束支传导阻滞,一度房室传导阻滞,快心室率,不完全性右束支传导阻滞,非特异性T波异常,QT间期延长,左前分支传导阻滞,非特异性ST段异常,差异性传导,非特异性ST段与T波异常,起搏心律,短PR间期,下壁异常Q波,快室率心房颤动,逆钟向转位,室内差异性传导,早期复极化,二联律,室上性早搏,顺钟向转位,复极化异常,未下传的房性早搏,肺心病型,慢心室率,短串房性心动过速,非特异性室内传导延迟,右心房扩大,左束支传导阻滞,前间壁R波递增不良,右心室肥大,房室传导延缓,双分支传导阻滞,非特异性室内传导阻滞,肺型P波,完全性左束支传导阻滞,融合波
窦性心律不齐,-0.10749501197478614,0.015464874117651132,-0.1655377430727433,-0.02298935086860223,-0.030679245888133682,-0.0024512972914381395,7.00430063602298e-05,0.05134089167184887,-0.03356847282775196,-0.0602145899112436,0.045385990956277454,-0.013368446596235577,-0.03552690015895264,-0.0036508128483229386,0.07030126255189796,-0.04603545229317214,0.007722146709552084,-0.007933290246175222,-0.021152008141915927,1.0,-0.020454384396891765,0.018747683147758175,-0.009664068451503688,-0.01955187429335713,0.0008887686959812034,0.003636049953066366,-0.006259924613833931,-0.010002531664825164,-0.003765762184699239,-0.011153347790286912,-0.0014543717375815205,-0.011078512117738148,0.01762453071254298,-0.00014543856989895207,-0.008340676376201915,0.015526008612532357,-0.007721003336182345,0.008730225938844803,-0.0066853352936872435,-0.007391837261206279,-0.007047401181143533,-0.0006955697048933677,0.00028014268138104115,-0.00022563140601585278,-0.007047401181143745,-0.005895177105669359,-0.005145198403294567,0.0073996457632267065,-0.0054575335746661876,-0.005607199122649692,0.002452477509441444,-0.004067130031595508,-0.005752984337849435,0.027253002044759025,-0.0053036592016340745,-0.005752984337849374,-0.005457533574666577
左心室肥大,0.09706274936381096,0.027108325488684124,-0.03430380248984803,-0.04239070544519188,0.005923612877563524,-0.0030183160717924614,-0.06178997602337597,-0.06317367847125661,0.2756357325306754,-0.019251976080965683,-0.039637734157993834,-0.03532568508949503,0.04267333686053642,-0.015304755433596577,-0.02278515140961793,0.09310476574231814,0.08382110227862563,0.04866405191150459,-0.013245744985644126,-0.020454384396891765,1.0,0.009827478331110175,0.04928230095565008,0.01578310235044672,0.011866623643172548,-0.0053990541603261165,0.0202838007668207,-0.004251509999840325,-0.007696522467195624,0.014912434716209674,0.011868114004287016,0.026418738281494828,9.406985830097775e-05,0.013687371686867364,0.03934384583697865,-0.005076792614040223,0.002873440808826573,0.010678881674969875,0.04221953694007278,0.003455703378549913,-0.0047684201202213405,0.2388746681773405,0.005362441419390149,-0.004523438712437651,-0.004768420120223673,0.027808169117911164,-0.0034813496434006287,-0.0042644732702765645,-0.0036926822009105435,0.007348465182615045,-0.003692682200910543,0.027959873245110702,-0.0038925904121021567,-0.0035885675581454296,0.008190573176696228,0.006967917050181888,-0.0036926822009107096
右束支传导阻滞,0.027497928439396,-0.026469365052049332,0.022145596402088446,-0.04100784137684697,-0.012135292077014708,-0.04716950031326078,-0.058810192461162626,-0.05414413437781269,-0.037510524355994564,-0.015050023583509793,-0.03772622882514178,-0.026922225516022625,0.008354800503251278,0.06112835837106533,-0.02750565365805184,0.006306324564163009,0.4904709954886414,0.020368243365378066,-0.02823389571145332,0.018747683147758175,0.009827478331110175,1.0,0.062270352554203566,-0.005828820421129624,-0.011730178561666374,-0.00928243651613558,-0.008339700561312745,0.12529516462009568,-0.0073253624083992495,0.01637451133993605,-0.006475795900961021,-0.0012056383338083989,0.028223457460121937,0.014972463564032359,-0.0053713241427141255,-0.004831967414984034,0.029002031333521517,-0.0050409508650019405,0.005500401411948337,0.12830014079477753,-0.00453846599487994,0.052309462023834435,-0.00414260353307084,-0.004305298664694911,0.004764617446661749,-0.0037964435598541067,-0.003313463699603905,0.016740913705823375,-0.003514604874600696,-0.0036109882055199486,-0.0035146048746006586,-0.0026191969026153937,0.22412589202779093,-0.003415511096409327,-0.003415511096411021,-0.0037048726353557104,0.03250710648046077
一度房室传导阻滞,0.08610079308900023,0.03191833749256356,7.388962712609708e-05,0.014350393738503033,0.028421933389253626,-0.013750240544916872,-0.04976559362442671,0.01447066901713278,0.01679432047911967,-0.01188102997160395,0.00234836578722245,-7.964050573144322e-05,0.04160184083969475,0.03402986864181551,-0.015731814820367663,-0.025087021008032798,0.076338848290122,0.048351037438651386,0.0313558468897308,-0.009664068451503688,0.04928230095565008,0.062270352554203566,1.0,-0.01065479444016753,0.002865457960175973,0.019003195937051895,0.02877999630239661,0.0569093320562025,0.0005946267573692979,0.0008494855229149338,0.009878535472099714,0.04975482839850258,-0.005202738399430806,0.019604037967156596,-0.004545251823278786,-0.0040888444114404315,-0.004207560982876697,-0.004265687659400402,0.01942547465423321,0.027275284678309933,0.007102620930920917,0.018484040232851592,0.020467147093820963,-0.0036431736543027214,-0.0038404814697459246,0.009864488155081133,0.057116545237188086,-0.0034346031095813506,0.039397812060495196,0.038186987041160754,-0.0029740830733616932,-0.002216382623882065,0.023664363092711915,0.04070918616862907,-0.0028902292294980237,0.010264637058871507,-0.0029740830733617977
快心室率,0.07842621715574115,-0.003208330327962582,-0.15024441517424614,0.03492857341485776,-0.039493906834043885,-0.008051949999306652,-0.04479606193017687,-0.029082437944663666,0.05135721728768839,-0.029537182036775154,-0.028736285533470282,-0.004644079110925125,-0.024956672860984425,-0.011702585830018377,-0.006317841178220837,0.4247134180165427,0.020683238131843078,0.025613145716674147,0.031569019422577685,-0.01955187429335713,0.01578310235044672,-0.005828820421129624,-0.01065479444016753,1.0,0.0477815915394019,-0.0070704852957988165,-0.006352397895497146,0.025808432964688377,-0.00557977068897223,-0.00547107377940433,0.003579517725918473,0.017757089016344374,-0.004683199266267176,-0.004597070569252496,-0.004091368500501417,-0.0036805373780927886,0.05158562475906104,-0.003839721274245337,-0.0032793707611013024,-0.0036259325703659703,-0.003456975657898646,-0.0033988005043689,-0.0031554449433609895,-0.003279370761100512,-0.0034569756578982673,-0.0028917729003169273,-0.0025238843622017106,-0.003091627817474787,0.012978908668381205,0.042965742696855616,0.01297890866838073,-0.001995057348851952,-0.0028220228003265745,-0.002601614451422631,-0.002601614451424126,0.012031182794568104,-0.0026770947523536994
不完全性右束支传导阻滞,0.04072840501226127,0.028414471418888285,-0.029727047768100038,0.02858706056918011,-0.010358000819587512,0.0034982861924756194,-0.04173265089476371,0.023044451535662636,0.02363669110818853,-0.005958461381708854,-0.00810429238845045,0.004237297202112643,0.02081618673780517,0.007815424747804868,0.014098337446449201,0.07947457668791959,0.007244349136457762,0.002294947607437739,-0.020035222872341524,0.0008887686959812034,0.011866623643172548,-0.011730178561666374,0.002865457960175973,0.0477815915394019,1.0,-0.00658696505434106,-0.0059179845793238236,0.028582223652751995,0.002874713159223572,-0.005096930449178601,-0.0045953280934919035,-0.005062731549868238,0.005246285201320585,-0.004282696579532314,0.018174994279295233,-0.003428841172338782,0.008344230700291208,-0.003577139162836611,-0.003055108624073769,-0.0033779705538158713,0.022787810462673093,0.010059853355993766,-0.002939657562849101,-0.003055108624073781,0.009783621290457303,-0.002694016922825931,-0.002351286707984065,-0.0028802046171885354,-0.002494019694997178,-0.0025624148444258403,0.03107428782461835,-0.0018586239117268648,-0.0026290367337774624,-0.0024237011689348252,-0.0024237011689353678,-0.002629036733777494,-0.0024940196949970587
非特异性T波异常,0.0028343180181598345,-0.017910465359311442,-0.03374505580932065,-0.02770582188307596,0.06413247354975504,-0.0270481717689221,-0.033024278406712376,-0.033763812192162554,-0.02236678151516909,-0.005061557904721303,-0.021184788415364655,0.0424717930978486,0.017806652712876164,0.03842665693030269,0.004317954211976139,-0.016647661684019214,0.32521149352359296,0.04102337718682223,-0.015854463205447283,0.003636049953066366,-0.0053990541603261165,-0.00928243651613558,0.019003195937051895,-0.0070704852957988165,-0.00658696505434106,1.0,0.10261852593488968,0.02138971813606939,-0.004113484372025716,0.027079599317029864,-0.0036364187530823285,-0.004006288903690073,0.008653143730233534,-0.003389024208659785,-0.0030162136268952777,-0.0027133432231126664,-0.0027921231355190652,-0.0028306958000588393,-0.0024175976268226884,0.012948113298411907,-0.002548530421033029,0.014156709529297394,-0.0023262377944952037,0.04938560983287476,-0.0025485304210333625,-0.002131855105877913,0.02056568233806594,-0.002279190923822155,-0.001973591396508421,-0.002027714496958974,0.019171028249822576,-0.0014707839592785366,-0.0020804343643692986,0.08511078373790748,-0.0019179462713625642,-0.0020804343643691715,0.040315647896156846
QT间期延长,0.021257635333783963,-0.025769538523291117,0.018414187028861505,-0.022698241604337935,-0.011346298023954073,-0.02039143273553807,-0.029670291058455447,-0.028661095504228233,-0.004191212893553321,-0.01491759952201777,-0.01903323459652107,0.051256359017500044,0.050565924737397336,0.0643336853344144,-0.0013193792758922822,0.005576121560573928,0.26160008815867425,0.029174420668647665,-0.014244263934790283,-0.006259924613833931,0.0202838007668207,-0.008339700561312745,0.02877999630239661,-0.006352397895497146,-0.0059179845793238236,0.10261852593488968,1.0,-0.004310792747391011,0.0076128512491572585,0.06556707360846244,0.17569634816707996,-0.0035994051519542334,-0.0031018772483045933,-0.0030448306375324254,-0.002709883168443479,-0.0024377726646989156,0.014122676304996444,-0.0025432067659825245,0.036228933667729085,0.03233773155022229,-0.0022896984585773494,0.05333089859103821,0.03781584734749659,0.03622893366772802,0.015926628618138605,-0.0019153412137209215,-0.0016716733658687566,-0.002047713420252862,-0.0017731509661996802,-0.0018217772563337443,-0.0017731509661998036,0.030217097894598168,-0.0018691428275479439,-0.0017231572301134497,-0.001723157230114629,-0.0018691428275480308,-0.0017731509661996706
左前分支传导阻滞,0.07430842430653752,0.037453409598719865,-0.018354938389098095,-0.0018738592584845455,0.005734311498836533,-0.02298958247706314,-0.030398999253082,-0.01964284575483254,0.006027211445491042,-0.008705007494423662,-0.019500694588518636,0.0005508394736652557,0.027604880742651616,-0.014786197413171947,-0.014217677412962041,0.04481073462176495,0.08660370044401859,0.027838776029543766,0.06920188956497582,-0.010002531664825164,-0.004251509999840325,0.12529516462009568,0.0569093320562025,0.025808432964688377,0.028582223652751995,0.02138971813606939,-0.004310792747391011,1.0,0.007253300529356529,0.007544991200264761,-0.003347340087120135,-0.003687807251715861,0.009962645611533113,0.010266178674747077,-0.002776438433018474,-0.002497644841681209,0.013665772860739977,-0.002605668425270363,-0.0022254096682128863,-0.002460589541781413,0.03322078476716459,-0.002306455736105485,-0.0021413125248800112,-0.002225409668212462,-0.0023459339038806085,-0.001962382371330584,-0.0017127299931200743,-0.0020980056653357123,-0.0018166999033111155,-0.001866520464712737,-0.0018166999033109657,-0.0013538633586160885,0.4335960778162773,-0.0017654783112152415,-0.0017654783112159942,-0.0019150493436893884,-0.0018166999033111329
非特异性ST段异常,-0.012807350596886145,-0.01821354371503166,-0.03790990949673519,-0.023170599159373206,0.006505463537296781,-0.01912203437829759,-0.026061563382016616,-0.026645176637248524,-0.017651053171525825,0.07000808257208567,-0.016718267064663343,0.023895923181585704,0.022111054944405826,0.01488853344777983,0.03422946929465748,-0.01313773112004413,0.2584113818463001,0.010618327970442465,-0.012511767634336991,-0.003765762184699239,-0.007696522467195624,-0.0073253624083992495,0.0005946267573692979,-0.00557977068897223,0.002874713159223572,-0.004113484372025716,0.0076128512491572585,0.007253300529356529,1.0,0.023049090306802605,-0.0028697298590406005,-0.0031616179740350503,0.02789511015393477,-0.002674495052688026,-0.0023802864560114067,-0.0021412721124566374,-0.0022034423635439396,-0.00223388251212703,-0.001907880408701124,-0.002109503992757296,-0.0020112078235556166,-0.0019773625392690837,-0.0018357825408424522,0.01993037463977474,-0.0020112078235551257,-0.0016823827693943992,-0.0014683516684336447,0.04452439424429622,-0.001557486787051591,-0.0016001987759528345,-0.0015574867870516383,-0.0011606893844569146,-0.0016418033842088842,-0.001513573671431038,-0.0015135736714315003,-0.0016418033842088332,-0.0015574867870517119
差异性传导,0.0015042650053890111,-0.007171940052304392,0.007105384993374223,-0.022719223527318727,-0.018234358918817757,-0.020929616165611908,-0.02555387022472279,-0.02612611438242576,-0.01730720123975703,0.02626011615398798,0.12697600705331513,-0.008522940734656925,0.21922288318932684,0.012165976537658989,-0.004669318355799991,-0.01288180110945124,0.06427027620048642,-0.011445099509715988,-0.01226803172638619,-0.011153347790286912,0.014912434716209674,0.01637451133993605,0.0008494855229149338,-0.00547107377940433,-0.005096930449178601,0.027079599317029864,0.06556707360846244,0.007544991200264761,0.023049090306802605,1.0,-0.002813825990523783,-0.003100027969325876,0.04416470453960068,-0.0026223944623414096,-0.0023339172060744475,-0.002099558989438845,-0.0021605181308685328,-0.0021903652891198363,-0.0018707138805740867,-0.002068409729658782,-0.0019720284222654867,0.06252700083877272,-0.0018000205176419127,-0.0018707138805738462,-0.001972028422265546,-0.0016496090555731043,-0.0014397473946358515,-0.0017636160998727138,-0.0015271461135933921,-0.0015690260501644256,-0.0015271461135933193,-0.0011380785360748178,-0.0016098201784595409,0.026575077158138997,-0.0014840884488924618,-0.001609820178459387,-0.0015271461135933926
非特异性ST段与T波异常,3.6684918814671804e-05,-0.023097635411826703,-0.01770823563660078,-0.020483364875852776,0.01777540553583415,-0.01886987749012595,-0.023039046522590076,-0.01925147827944182,-0.01560395396205669,0.017662547117021813,-0.014779348691951693,0.02730911568806811,0.021670122719282488,0.03163763891235812,-0.006739174024943303,-0.007842785929118776,0.2226618885662695,0.027477255619566394,-0.011060702398478539,-0.0014543717375815205,0.011868114004287016,-0.006475795900961021,0.009878535472099714,0.003579517725918473,-0.0045953280934919035,-0.0036364187530823285,0.17569634816707996,-0.003347340087120135,-0.0028697298590406005,-0.002813825990523783,1.0,-0.002794946048430334,-0.002408614532643842,-0.0023643177134121973,-0.0021042302640577014,-0.001892935857044973,-0.0019478958487415747,-0.0019748056695045838,0.04768493485285979,-0.0018648520779948224,-0.0017779559090236143,-0.001748035866706371,-0.0016228757555256633,-0.0016866119983377282,-0.0017779559090235985,-0.0014872666817678517,-0.001298058059859943,0.024591531760014055,-0.001376855640593356,-0.0014146140622560272,-0.001376855640593122,-0.001026077228552369,-0.0014513935328917926,-0.0013380353941293173,-0.0013380353941301912,-0.0014513935328913249,-0.0013768556405932566
起搏心律,0.06699693745354691,0.01053387061021255,-0.05562585297339206,0.016112866155662025,-0.011568760476704154,-0.009376617450760037,-0.025382411295928255,-0.000546863727243995,0.04912949396658929,-0.014023966208299881,-0.016282596886851033,0.0008067606660020444,0.010928520921749695,-0.0017344244327928855,-0.011871408422503345,0.15845268412722427,-0.011906667829849005,0.05346809317599305,0.020029086039783574,-0.011078512117738148,0.026418738281494828,-0.0012056383338083989,0.04975482839850258,0.017757089016344374,-0.005062731549868238,-0.004006288903690073,-0.0035994051519542334,-0.003687807251715861,-0.0031616179740350503,-0.003100027969325876,-0.002794946048430334,1.0,-0.0026536013398364,-0.0026047989693160855,-0.002318257310314336,-0.002085471568155833,-0.002146021691735079,-0.0021756685843626195,-0.0018581619424436885,-0.0020545313107168815,-0.001958796693457507,-0.0019258334013646657,-0.0017879429111188237,-0.0018581619424430475,-0.001958796693457509,-0.001638540665575607,-0.0014300871144588179,-0.0017517827562466054,-0.001516899413800971,-0.001558498348355533,-0.001516899413800745,-0.0011304423649208559,-0.0015990187600850218,-0.001474130653322914,-0.0014741306533231715,-0.0015990187600856195,-0.001516899413800979
短PR间期,-0.03503589809256467,-0.01654645341391072,-0.008742794270376664,-0.019447489696409928,0.0007682342101638361,-0.012622545857332728,-0.021873926602367467,-0.01783217110183597,-0.008663053283997696,0.026462150496946175,0.11469792993906504,0.030120797451090458,0.0023474359235823774,-0.0024368836931159357,0.04077153648004624,-0.011026727830135695,0.0321259863545172,0.012313797799825612,-0.010501345713141083,0.01762453071254298,9.406985830097775e-05,0.028223457460121937,-0.005202738399430806,-0.004683199266267176,0.005246285201320585,0.008653143730233534,-0.0031018772483045933,0.009962645611533113,0.02789511015393477,0.04416470453960068,-0.002408614532643842,-0.0026536013398364,1.0,-0.0022447505402224234,-0.0019978161121091374,-0.0017972071873424247,-0.0018493877679624617,-0.0018749367178152265,-0.0016013174426351103,0.06877610954287304,-0.0016880419516539457,-0.0016596350117681514,-0.001540804439383462,-0.001601317442634524,-0.0016880419516536065,-0.0014120533244819787,-0.0012324132727958659,-0.0015096425231909928,-0.0013072259390091714,-0.0013430748593743335,-0.001307225939009167,-0.0009741869292941805,0.028820125171512927,-0.0012703688919510243,-0.0012703688919512774,-0.0013779943357671248,0.09418364826027735
下壁异常Q波,0.03737646549657383,0.015487368901291106,-0.00231613586989944,0.026594871086283535,-0.00871665238454982,-0.014890226672534491,-0.021471643314823523,-0.017336361162128132,0.02932326735813337,-0.0013430799756483781,-0.013773873117009398,0.009435169450612612,-0.00455980355112273,0.031334458028897706,-0.010042333816150386,0.017492718600547845,-0.010072160667873451,0.026420218735692752,0.006602470172415413,-0.00014543856989895207,0.013687371686867364,0.014972463564032359,0.019604037967156596,-0.004597070569252496,-0.004282696579532314,-0.003389024208659785,-0.0030448306375324254,0.010266178674747077,-0.002674495052688026,-0.0026223944623414096,-0.0023643177134121973,-0.0026047989693160855,-0.0022447505402224234,1.0,-0.0019610742848154,-0.001764154757898861,-0.0018153756856893561,-0.001840454764919167,-0.00157186762062208,-0.001737981587665621,0.07370823680317491,-0.0016291126715979303,-0.001512467511743306,-0.0015718676206226984,-0.0016569971795754113,-0.0013860842580282228,-0.001209747965737499,-0.0014818786942138733,-0.001283184752538059,-0.0013183743755665988,-0.0012831847525379939,-0.0009562706617805486,-0.001352651648024687,-0.0012470055432704907,-0.0012470055432711228,-0.001352651648024611,-0.00128318475253803
快室率心房颤动,0.047084496666063416,0.00855479996124399,-0.06409309028360842,0.0086641346215267,-0.016847791203646326,0.0025147679100126514,-0.01910964902299779,0.003791769992103737,0.0644737968921829,-0.012600330420365536,-0.012258674247424863,0.0012663846561901512,-0.01064632109621935,8.914677715422424e-05,0.010511743107820628,-0.009633245211814245,-0.008964169739790405,0.04203202602122143,0.00032184156535191856,-0.008340676376201915,0.03934384583697865,-0.0053713241427141255,-0.004545251823278786,-0.004091368500501417,0.018174994279295233,-0.0030162136268952777,-0.002709883168443479,-0.002776438433018474,-0.0023802864560114067,-0.0023339172060744475,-0.0021042302640577014,-0.002318257310314336,-0.0019978161121091374,-0.0019610742848154,1.0,-0.0015700884068998839,-0.0016156747618121272,-0.001637995009724583,-0.0013989538714042527,-0.0015467944237763688,-0.001474718728768161,-0.0014499016640999772,-0.001346088088567562,-0.00139895387140457,-0.0014747187287681889,-0.0012336076609891153,-0.0010766692931962697,-0.0013188642026995395,-0.0011420276451651532,-0.001173346223601871,-0.0011420276451650831,-0.0008510758328862402,-0.0012038528148554041,-0.0011098283402079647,-0.0011098283402085356,-0.0012038528148552666,-0.001142027645165127
逆钟向转位,0.0012956249717573042,0.0032963188935874847,-0.006914915440163958,0.0068891151692667555,-0.0024091443951408517,0.026294839772142836,-0.017190770643790054,-0.0002925226279771752,0.015729930092641356,0.004658097333858441,-0.011027730395823802,-0.0007961813483765825,-0.009577280249636262,-0.008361661063493784,-0.008040160449313298,-0.00361733212042616,-0.008064040622794758,-0.007699423959525146,-0.008253032429307276,0.015526008612532357,-0.005076792614040223,-0.004831967414984034,-0.0040888444114404315,-0.0036805373780927886,-0.003428841172338782,-0.0027133432231126664,-0.0024377726646989156,-0.002497644841681209,-0.0021412721124566374,-0.002099558989438845,-0.001892935857044973,-0.002085471568155833,-0.0017972071873424247,-0.001764154757898861,-0.0015700884068998839,1.0,-0.0014534382202345526,-0.0014735172003403612,-0.0012584791649281328,-0.0013914744399662726,-0.0013266361616503537,-0.0013043110804187728,-0.0012109218525730393,-0.0012584791649280737,-0.0013266361616497595,-0.0011097360469042078,-0.0009685565054734364,-0.0011864316289467599,-0.001027351956767433,-0.0010555257080559555,-0.0010273519567674538,-0.0007656158114696601,-0.0010829690071318206,-0.0009983859163250808,-0.0009983859163252644,-0.0010829690071317566,-0.0010273519567674152
室内差异性传导,0.014182922774942274,0.008869370262019486,-0.059331275017259544,-0.00957069053794401,-0.015596079529218116,-0.014488711306965876,-0.017689891946990936,-0.018086033010082984,-0.008180658723454819,-0.011664185112156087,-0.01134791238652879,0.03377546425933612,-0.00985534949378537,0.011665135984041251,-0.003022325806655608,0.16771863751905974,0.1383402686573081,-0.007922971036048065,-0.008492653118041834,-0.007721003336182345,0.002873440808826573,0.029002031333521517,-0.004207560982876697,0.05158562475906104,0.008344230700291208,-0.0027921231355190652,0.014122676304996444,0.013665772860739977,-0.0022034423635439396,-0.0021605181308685328,-0.0019478958487415747,-0.002146021691735079,-0.0018493877679624617,-0.0018153756856893561,-0.0016156747618121272,-0.0014534382202345526,1.0,-0.0015162996817414329,-0.0012950181761157528,-0.0014318748705373007,-0.0013651540607934564,-0.0013421807873502084,-0.001246080072390457,-0.0012950181761155735,0.05957633443829453,-0.0011419564117389647,-0.0009966778268067217,-0.001220878793245497,0.038270581631105326,-0.0010861721158224218,-0.0010571803605147416,-0.0007878448999424854,0.03619672772391328,-0.001027373312526864,-0.0010273733125280302,-0.001114412210775939,-0.0010571803605149955
早期复极化,-0.021155033787750153,0.029585218114692193,-0.0277210891969148,-0.01594485642663654,0.05139826575051064,-0.014688870173050523,0.012880552688656271,0.0009943366299459682,-0.012146578802887085,-0.011825323671441955,0.05125161841033069,-0.010253128018123052,-0.005563202160652755,-0.008723304391533333,0.001971967399987393,-0.004200832554465305,0.001919064874877919,-0.0026428953386417224,-0.008609977549610393,0.008730225938844803,0.010678881674969875,-0.0050409508650019405,-0.004265687659400402,-0.003839721274245337,-0.003577139162836611,-0.0028306958000588393,-0.0025432067659825245,-0.002605668425270363,-0.00223388251212703,-0.0021903652891198363,-0.0019748056695045838,-0.0021756685843626195,-0.0018749367178152265,-0.001840454764919167,-0.001637995009724583,-0.0014735172003403612,-0.0015162996817414329,1.0,-0.0013129086126212697,-0.0014516559569575937,-0.0013840134115718332,-0.0013607227666067431,-0.001263294438048093,-0.0013129086126208926,-0.0013840134115718338,-0.0011577323282897986,-0.0010104467465857515,-0.0012377450078938305,-0.0010717851116035983,-0.0011011773826459365,-0.0010717851116034995,-0.0007987288314735866,-0.0011298076092868593,-0.001041566284761381,-0.0010415662847619018,-0.0011298076092869814,-0.0010717851116035955
